SoCCCD,HoTen,GioiTinh,NgaySinh,NgayVaoDang,DienDangVien,NgayChinhThuc,TrangThaiSinhHoat,DiaChi,QueQuan,NoiThuongTru,DanToc,NgheNghiep,GDPT,LyLuanChinhTri,SoDienThoai,TenChiBo
077720370975,Phan Ngọc Phong,Nam,2005-04-22,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0779975564,Chi bộ khu dân cư 40
002760194816,Dương Công Phong,Nam,1997-11-26,2016-02-03,Chính thức,2017-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0167656315,Chi bộ khu dân cư 02
080833154053,Ngô Hữu Bình,Nam,1962-11-26,1981-08-19,Chính thức,1982-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0455966149,Chi bộ khu dân cư 34
076282467268,Ngô Mai My,Nữ,1962-02-28,1980-08-19,Chính thức,1981-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0492443917,Chi bộ khu dân cư 31
076594539272,Trần Văn Dũng,Nam,1977-09-26,1996-03-26,Chính thức,1997-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0322923130,Chi bộ khu dân cư 14
082290398639,Bùi Mai Giang,Nữ,1971-01-26,1989-08-19,Chính thức,1990-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0236301883,Chi bộ khu dân cư 30
092635625330,Huỳnh Diệu Lan,Nữ,1997-05-04,2016-02-03,Chính thức,2017-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0300022882,Chi bộ khu dân cư 33
090932119563,Huỳnh Ngọc Giang,Nữ,1973-10-07,1992-02-03,Chính thức,1993-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0050960144,Chi bộ khu dân cư 13
075812127905,Dương Phương Duyên,Nữ,1981-04-04,1999-09-02,Chính thức,2000-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0268909205,Chi bộ khu dân cư 35
001356512536,Ngô Gia An,Nam,1997-02-15,2015-05-19,Chính thức,2016-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0925370942,Chi bộ khu dân cư 04
096063518186,Hoàng Công Cường,Nam,1994-12-09,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0891773970,Chi bộ khu dân cư 25
022250025759,Dương Thị Hoa,Nữ,2003-10-20,2022-09-02,Chính thức,2023-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0060035895,Chi bộ khu dân cư 07
020354773803,Hoàng Công Bình,Nam,1972-06-15,1991-03-26,Chính thức,1992-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0582300060,Chi bộ khu dân cư 12
020949776812,Huỳnh Thị Hạnh,Nữ,1940-02-28,1958-05-19,Chính thức,1959-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0613697886,Chi bộ khu dân cư 28
020021276285,Vũ Công Phong,Nam,1956-11-19,1975-05-19,Chính thức,1976-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0666866701,Chi bộ Trạm Y tế phường
002657058970,Ngô Phương Linh,Nữ,1979-05-21,1998-03-26,Chính thức,1999-03-27,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0131610710,Chi bộ khu dân cư 34
027223381739,Phan Kim Trang,Nữ,1969-08-20,1988-09-02,Chính thức,1989-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0289923669,Chi bộ khu dân cư 19
033549989570,Trần Ngọc Bình,Nam,1971-02-18,1989-05-19,Chính thức,1990-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0351274185,Chi bộ khu dân cư 24
003456474845,Trần Diệu Lan,Nữ,1983-06-22,2002-02-03,Chính thức,2003-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0858024689,Chi bộ khu dân cư 17
055906349223,Ngô Mai My,Nữ,1964-06-22,1983-09-02,Chính thức,1984-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0513670036,Chi bộ khu dân cư 22
052700452759,Đỗ Mai Mai,Nữ,1997-11-07,2016-09-02,Chính thức,2017-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0760904362,Chi bộ khu dân cư 03
085549930699,Dương Mỹ Hạnh,Nữ,1968-02-17,1986-02-03,Chính thức,1987-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0400120747,Chi bộ khu dân cư 10
073080715501,Lê Quang Dũng,Nam,1987-07-09,2006-02-03,Chính thức,2007-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0863892967,Chi bộ khu dân cư 20
099742322248,Phan Minh An,Nam,1959-03-20,1977-02-03,Chính thức,1978-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0829981430,Chi bộ khu dân cư 36
034140731713,Dương Anh Tuấn,Nam,1992-02-28,2010-03-26,Chính thức,2011-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0202799170,Chi bộ Công an phường
032464790632,Bùi Mai Lan,Nữ,2007-02-12,2025-05-19,Chính thức,2026-05-20,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0655498678,Chi bộ Nghiệp đoàn Nghề cá
047773764835,Hoàng Diệu Châu,Nữ,1988-03-05,2006-08-19,Chính thức,2007-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0047941764,Chi bộ khu dân cư 04
032642872123,Ngô Văn Cường,Nam,1975-12-11,1994-08-19,Chính thức,1995-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0208397837,Chi bộ khu dân cư 16
004556332788,Đỗ Mai Giang,Nữ,1996-12-06,2015-09-02,Chính thức,2016-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0954453181,Chi bộ khu dân cư 14
047754952584,Dương Văn An,Nam,1988-12-14,2007-03-26,Chính thức,2008-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0150713659,Chi bộ Nghiệp đoàn Nghề cá
046848560077,Võ Gia Cường,Nam,2006-08-13,2025-05-19,Chính thức,2026-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0154855516,Chi bộ khu dân cư 09
092078247374,Võ Đức Hùng,Nam,1981-02-16,1999-02-03,Chính thức,2000-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0439310844,Chi bộ khu dân cư 18
073949190298,Trần Thị Trang,Nữ,1948-11-24,1967-05-19,Chính thức,1968-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0718656716,Chi bộ khu dân cư 13
093548967430,Hồ Đức Hải,Nam,1940-04-27,1959-02-03,Chính thức,1960-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0537248806,Chi bộ Nghiệp đoàn Nghề cá
026016442901,Phan Phương Hoa,Nữ,1954-03-18,1972-03-26,Chính thức,1973-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0201128309,Chi bộ khu dân cư 04
026671855707,Phạm Thanh Sơn,Nam,1992-01-08,2010-09-02,Chính thức,2011-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0773564565,Chi bộ khu dân cư 06
072582214808,Phạm Đức Hiếu,Nam,1962-01-08,1980-02-03,Chính thức,1981-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0507652744,Chi bộ khu dân cư 21
059794616899,Lê Anh Hiếu,Nam,1968-07-11,1987-09-02,Chính thức,1988-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0469783622,Chi bộ khu dân cư 11
020672497365,Võ Bảo Lan,Nữ,1989-09-24,2008-02-03,Chính thức,2009-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0580582999,Chi bộ khu dân cư 21
039453172394,Trần Công Quân,Nam,1979-10-16,1998-05-19,Chính thức,1999-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0750305039,Chi bộ khu dân cư 33
035600794858,Hoàng Thanh Hiếu,Nam,1977-08-20,1996-05-19,Chính thức,1997-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0027952080,Chi bộ khu dân cư 19
009644815171,Đặng Văn Cường,Nam,1981-08-18,2000-05-19,Chính thức,2001-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0134509187,Chi bộ khu dân cư 33
048301006024,Lê Đức Long,Nam,1988-04-27,2007-05-19,Chính thức,2008-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0621799858,Chi bộ khu dân cư 10
094643546371,Đặng Kim Giang,Nữ,1963-05-09,1982-08-19,Chính thức,1983-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0097038618,Chi bộ trường THCS Lý Tự Trọng
088684267628,Vũ Hữu Hiếu,Nam,1984-10-30,2003-08-19,Chính thức,2004-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0161913659,Chi bộ khu dân cư 04
053739300747,Trần Công Bình,Nam,1995-12-17,2014-02-03,Chính thức,2015-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0050646636,Chi bộ khu dân cư 09
043772106265,Ngô Bảo Thảo,Nữ,2001-09-21,2020-08-19,Chính thức,2021-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0561677697,Chi bộ khu dân cư 35
084833358161,Dương Gia Long,Nam,1981-04-08,2000-02-03,Chính thức,2001-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0558240777,Chi bộ khu dân cư 29
029254723861,Lê Thanh My,Nữ,1947-10-05,1966-03-26,Chính thức,1967-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0224983236,Chi bộ khu dân cư 01
028640507171,Bùi Thanh Thành,Nam,1999-11-14,2018-05-19,Chính thức,2019-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0036449945,Chi bộ khu dân cư 14
093671244676,Hoàng Minh Cường,Nam,2007-02-12,2025-05-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0632644921,Chi bộ khu dân cư 27
003527199077,Hồ Anh Tuấn,Nam,1949-06-28,1968-09-02,Chính thức,1969-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0547960188,Chi bộ khu dân cư 25
071687138744,Ngô Mỹ Duyên,Nữ,1957-08-21,1976-05-19,Chính thức,1977-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0586735816,Chi bộ Quân sự phường Sơn Trà
018124913130,Vũ Thanh Khang,Nam,1987-01-07,2005-08-19,Chính thức,2006-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0480882724,Chi bộ khu dân cư 39
034528071197,Hoàng Văn Hải,Nam,1981-05-25,2000-09-02,Chính thức,2001-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0581635728,Chi bộ khu dân cư 40
044882852223,Phan Mai Duyên,Nữ,1968-05-07,1987-05-19,Chính thức,1988-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0173485466,Chi bộ Ban Quản lý Dự án X
053045364110,Đặng Mỹ Giang,Nữ,1957-04-06,1976-02-03,Chính thức,1977-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0670031492,Chi bộ khu dân cư 11
069800607664,Nguyễn Hữu Thành,Nam,1961-11-02,1980-08-19,Chính thức,1981-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0109876028,Chi bộ trường Tiểu học Tô Hiến Thành
009886399405,Võ Thanh Châu,Nữ,1999-01-08,2017-02-03,Chính thức,2018-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0466140179,Chi bộ khu dân cư 07
045348685354,Phan Minh Hùng,Nam,2005-11-28,2024-08-19,Chính thức,2025-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0816813081,Chi bộ khu dân cư 28
034756640582,Nguyễn Thanh Linh,Nữ,1980-12-25,1999-08-19,Chính thức,2000-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0350998272,Chi bộ khu dân cư 35
008392687995,Võ Hữu Hải,Nam,1977-06-04,1996-03-26,Chính thức,1997-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0162005253,Chi bộ khu dân cư 37
018657582379,Bùi Thanh Sơn,Nam,2001-09-09,2020-08-19,Chính thức,2021-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0897734067,Chi bộ khu dân cư 27
088879615049,Hồ Gia Long,Nam,1962-01-20,1980-09-02,Chính thức,1981-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0592518709,Chi bộ khu dân cư 01
047553238183,Trần Bảo Châu,Nữ,1950-04-08,1969-02-03,Chính thức,1970-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0577234441,Chi bộ Công an phường
092938699716,Hoàng Mai Duyên,Nữ,1965-06-28,1984-05-19,Chính thức,1985-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0474645856,Chi bộ khu dân cư 08
054533839467,Đặng Minh Dũng,Nam,1950-11-11,1969-02-03,Chính thức,1970-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0987502128,Chi bộ khu dân cư 19
046664917498,Lê Thị Phương,Nữ,1949-02-23,1967-02-03,Chính thức,1968-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0906716039,Chi bộ Ban Quản lý Dự án X
068205696035,Dương Gia Khang,Nam,1991-09-30,2010-03-26,Chính thức,2011-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0243373217,Chi bộ khu dân cư 36
003657975123,Đặng Anh Hiếu,Nam,1994-09-17,2013-05-19,Chính thức,2014-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0575040194,Chi bộ khu dân cư 21
047182244087,Nguyễn Anh Hùng,Nam,2006-04-24,2025-05-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0118728358,Chi bộ khu dân cư 35
021434877530,Đặng Đức Dũng,Nam,1977-04-27,1996-05-19,Chính thức,1997-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0953092764,Chi bộ Quân sự phường Sơn Trà
026483056400,Nguyễn Mai Phương,Nữ,1971-02-12,1989-05-19,Chính thức,1990-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0487168530,Chi bộ khu dân cư 26
029092876890,Huỳnh Mai Hoa,Nữ,1944-10-16,1963-02-03,Chính thức,1964-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0135097606,Chi bộ khu dân cư 08
069129408533,Bùi Kim Hạnh,Nữ,2006-08-28,2025-09-02,Chính thức,2026-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0687700093,Chi bộ khu dân cư 10
016231779299,Dương Ngọc Anh,Nữ,2006-09-13,2025-02-03,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0314480567,Chi bộ khu dân cư 33
073029542152,Phạm Đức Bình,Nam,1956-05-24,1975-08-19,Chính thức,1976-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0804908354,Chi bộ Quân sự phường Sơn Trà
039294249545,Phạm Thanh Sơn,Nam,1963-03-13,1981-05-19,Chính thức,1982-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0838450901,Chi bộ trường THCS Lý Tự Trọng
009255600638,Đỗ Anh Long,Nam,1981-05-25,2000-08-19,Chính thức,2001-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0581223358,Chi bộ khu dân cư 37
032392133621,Vũ Bảo Anh,Nữ,1996-10-25,2015-02-03,Chính thức,2016-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0076581943,Chi bộ khu dân cư 39
048652174388,Huỳnh Văn Dũng,Nam,1992-02-06,2010-09-02,Chính thức,2011-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0062562699,Chi bộ khu dân cư 29
084884144346,Hồ Bảo Nhung,Nữ,1965-11-29,1984-08-19,Chính thức,1985-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0191942397,Chi bộ khu dân cư 09
087174784445,Huỳnh Ngọc Hùng,Nam,1979-09-19,1998-09-02,Chính thức,1999-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0331375685,Chi bộ Quân sự phường Sơn Trà
099029088316,Trần Phương Hoa,Nữ,1996-09-22,2015-03-26,Chính thức,2016-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0792225635,Chi bộ khu dân cư 20
